Symbol,Price~,"Exp Date",Type,Strike,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time
DELL,558.97,2026-09-11,Put,550,0,"0.50 x 1","0.61 x 7",0.55,399,mid,21900,15036,340,29.88%,-0.145722048,AUTO,N/A,"13:00:25 ET"
DELL,552.06,2026-09-11,Put,535,0,"1.06 x 200","1.19 x 8",1.06,200,bid,21200,1529,615,54.86%,-0.131743949,AUTO,N/A,"09:57:40 ET"
DELL,562.5,2026-09-11,Put,555,0,"1.99 x 10","2.10 x 159",2.1,100,ask,21000,3615,10,44.38%,-0.2752666708,AUTO,N/A,"11:00:06 ET"
DELL,559.365,2026-09-11,Put,552.5,0,"1.99 x 4","2.10 x 100",2.1,100,ask,21000,1844,4,40.26%,-0.2727436096,ISOI,N/A,"11:11:15 ET"
DELL,558.595,2026-09-11,Call,565,0,"1.21 x 50","1.33 x 9",1.21,168,bid,20300,11572,576,29.36%,0.23139743060925,AUTO,N/A,"12:54:27 ET"
DELL,558.585,2026-09-11,Call,567.5,0,"0.63 x 7","0.72 x 7",0.67,300,mid,20100,4059,176,30.75%,0.16407633758329,MLET,N/A,"13:05:45 ET"
DELL,563.6301,2026-10-16,Put,400,35,"2.00 x 285","2.03 x 4",2,100,bid,20000,794,2164,67.43%,-0.039143308,AUTO,N/A,"11:32:37 ET"
DELL,563.6301,2026-10-16,Put,400,35,"2.00 x 403","2.03 x 1",2,100,bid,20000,794,2164,67.43%,-0.039143308,AUTO,N/A,"11:32:22 ET"
DELL,563.6301,2026-10-16,Put,400,35,"2.00 x 503","2.05 x 51",2,100,bid,20000,794,2164,67.43%,-0.039143308,AUTO,N/A,"11:32:03 ET"
DELL,563.6301,2026-10-16,Put,400,35,"2.00 x 604","2.12 x 1",2,100,bid,20000,794,2164,67.43%,-0.039143308,AUTO,N/A,"11:32:01 ET"
DELL,557.34,2026-09-11,Call,565,0,"0.64 x 1","0.78 x 1",0.64,312,bid,19900,13305,576,24.81%,0.14779160310282,MLET,N/A,"14:01:05 ET"
DELL,548.2101,2026-09-11,Put,530,0,"0.89 x 1","0.97 x 8",0.91,210,mid,19100,1290,856,54.97%,-0.1151168057,MLET,N/A,"09:50:06 ET"
DELL,558.67,2026-09-11,Put,550,0,"0.94 x 8","1.00 x 189",1,189,ask,18900,14237,340,31.57%,-0.1669302386,AUTO,N/A,"12:42:40 ET"
DELL,566.72,2026-09-11,Call,565,0,"1.04 x 1","1.05 x 71",1.04,172,bid,17800,16905,576,11.71%,0.6973555310783,AUTO,N/A,"15:54:16 ET"
DELL,541.5691,2026-09-11,Put,500,0,"0.22 x 1","0.82 x 2",0.44,400,mid,17600,630,4242,68.56%,-0.0118624988,AUTO,N/A,"09:30:51 ET"
DELL,559.82,2026-09-11,Put,545,0,"1.42 x 4","1.58 x 9",1.58,106,ask,16700,2101,167,52.74%,-0.1596978486,SLAN,N/A,"10:14:44 ET"
DELL,562.4451,2026-09-18,Call,640,7,"1.52 x 2","1.65 x 1",1.58,100,mid,15800,320,459,62.66%,0.075178759714735,MLET,N/A,"12:06:49 ET"
DELL,559.23,2026-09-11,Put,550,0,"1.50 x 100","1.56 x 8",1.5,100,bid,15000,10040,340,40.31%,-0.2092866216,AUTO,N/A,"11:15:43 ET"
DELL,547.155,2026-09-11,Put,520,0,"0.31 x 1","0.33 x 425",0.33,425,ask,14000,1626,1502,56.62%,-0.0402771825,AUTO,N/A,"09:44:58 ET"
DELL,562,2026-09-11,Put,550,0,"0.65 x 10","0.72 x 11",0.7,200,mid,14000,11571,340,37.48%,-0.1309019633,AUTO,N/A,"11:40:11 ET"
DELL,560.025,2026-09-11,Put,555,0,"1.02 x 1","1.07 x 123",1.07,123,ask,13100,10255,10,24.33%,-0.2341327092,AUTO,N/A,"14:16:20 ET"
DELL,541.5691,2026-09-11,Call,547.5,0,"1.20 x 109","1.21 x 23",1.2,109,bid,13000,2320,2251,54.96%,0.35785812531691,AUTO,N/A,"09:33:11 ET"
DELL,557.735,2026-09-11,Put,535,0,"0.63 x 9","0.71 x 12",0.69,180,mid,12400,1913,615,59.00%,-0.0844801374,SLAN,N/A,"10:01:20 ET"
DELL,565.1042,2026-09-18,Put,470,7,"0.55 x 50","0.80 x 76",0.61,200,mid,12200,769,982,72.59%,-0.0294433808,MLET,N/A,"10:26:40 ET"
DELL,557.34,2026-09-11,Call,567.5,0,"0.35 x 1","0.44 x 1",0.39,312,mid,12100,4649,176,25.28%,0.086534263011627,MLET,N/A,"14:01:05 ET"
DELL,558.67,2026-09-18,Call,660,7,"0.50 x 1","0.60 x 200",0.6,200,ask,12000,538,378,64.73%,0.035331427561779,AUTO,N/A,"12:46:40 ET"
DELL,561.39,2026-09-18,Call,650,7,"1.03 x 1","1.06 x 100",1.06,100,ask,10600,1130,1466,63.01%,0.051666019082901,AUTO,N/A,"12:11:11 ET"
DELL,558.0099,2026-09-11,Call,565,0,"0.81 x 11","0.91 x 1",0.86,120,mid,10300,10891,576,30.76%,0.22195207163401,MLET,N/A,"12:40:32 ET"
DELL,558.67,2026-09-11,Put,550,0,"0.98 x 29","1.01 x 100",1,100,mid,10000,14237,340,31.57%,-0.1669302386,AUTO,N/A,"12:43:44 ET"
DELL,560.84,2026-09-11,Put,547.5,0,"0.90 x 10","1.00 x 11",0.97,100,mid,9700,1309,70,43.89%,-0.1422210987,AUTO,N/A,"11:02:59 ET"
DELL,565.1042,2026-09-11,Put,545,0,"0.77 x 6","0.82 x 1",0.83,106,ask,8700,3026,167,51.20%,-0.0841019709,SLAN,N/A,"10:25:25 ET"
DELL,565.9,2026-09-11,Put,545,0,"0.61 x 1","0.65 x 125",0.65,125,ask,8100,2434,167,53.33%,-0.0846162207,AUTO,N/A,"10:21:26 ET"
DELL,559.82,2026-09-11,Put,535,0,"0.41 x 180","0.43 x 6",0.41,180,bid,7300,2355,615,54.76%,-0.0536114807,AUTO,N/A,"10:14:30 ET"
DELL,559.365,2026-09-11,Put,545,0,"0.66 x 7","0.70 x 6",0.7,100,ask,7000,3651,167,42.76%,-0.1178731699,AUTO,N/A,"11:09:41 ET"
DELL,562,2026-09-11,Put,550,0,"0.70 x 100","0.77 x 9",0.7,100,bid,7000,11571,340,37.48%,-0.1309019633,AUTO,N/A,"11:39:42 ET"
DELL,562.41,2026-09-18,Call,660,7,"0.64 x 1","0.68 x 100",0.68,100,ask,6800,337,378,66.42%,0.045807108649555,AUTO,N/A,"12:22:44 ET"
DELL,563.6301,2026-09-11,Call,575,0,"0.47 x 55","0.48 x 1",0.47,143,bid,6700,4438,984,36.80%,0.15138544000008,AUTO,N/A,"11:30:29 ET"
DELL,562.5,2026-09-11,Put,535,0,"0.15 x 9","0.19 x 1",0.2,328,ask,6500,4152,615,50.83%,-0.0278190659,ISOI,N/A,"10:58:53 ET"
DELL,563.445,2026-09-18,Put,477.5,7,"0.36 x 196","0.91 x 154",0.6,105,mid,6300,325,188,65.94%,-0.0311471382,SLAN,N/A,"15:50:43 ET"
DELL,560.475,2026-09-11,Call,567.5,0,"0.53 x 8","0.62 x 4",0.56,110,mid,6100,4971,176,23.51%,0.15700978251767,MLET,N/A,"14:28:04 ET"
DELL,558.85,2026-09-11,Put,550,0,"0.56 x 1","0.59 x 109",0.59,100,ask,5900,15240,340,29.76%,-0.1479975736,AUTO,N/A,"13:10:02 ET"
DELL,558.7,2026-09-11,Put,545,0,"0.34 x 161","0.35 x 11",0.35,161,ask,5600,5398,167,35.58%,-0.0874971376,AUTO,N/A,"12:36:46 ET"
DELL,561.26,2026-09-11,Call,575,0,"0.26 x 5","0.27 x 199",0.27,199,ask,5300,5698,984,31.37%,0.070719278573271,AUTO,N/A,"12:30:23 ET"
DELL,561.26,2026-09-11,Call,580,0,"0.14 x 377","0.15 x 5",0.14,377,bid,5200,7851,1091,34.88%,0.036065256265737,AUTO,N/A,"12:29:50 ET"
DELL,558.7,2026-09-11,Put,535,0,"0.12 x 423","0.17 x 2",0.12,423,bid,5000,5629,615,39.11%,-0.0159107879,AUTO,N/A,"12:37:19 ET"
"Downloaded from Barchart.com as of 09-13-2026 12:24am CDT"
