Symbol,Price~,"Exp Date",Type,Strike,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time
GME,21.12,2026-09-25,Call,21,14,"0.80 x 156","0.89 x 205",0.84,150,mid,12600,469,2262,45.72%,0.53770555358318,AUTO,N/A,"10:03:58 ET"
GME,21.145,2026-09-18,Call,22,7,"0.24 x 1","0.25 x 75",0.25,500,ask,12500,8972,14247,50.05%,0.29240349389617,SLAN,N/A,"14:46:50 ET"
GME,21.26,2026-10-30,Put,20,49,"0.65 x 14","0.84 x 628",0.74,166,mid,12200,306,0,40.78%,-0.3215727056,MLAT,ToOpen,"14:51:55 ET"
GME,21.16,2026-09-18,Call,21,7,"0.49 x 205","0.55 x 220",0.55,220,ask,12100,1724,9502,51.40%,0.55325515196167,AUTO,N/A,"09:31:10 ET"
GME,21.26,2026-10-16,Call,25,35,"0.35 x 4","0.38 x 624",0.38,316,ask,12000,3458,33229,57.21%,0.19882086229841,AUTO,N/A,"14:50:05 ET"
GME,21.16,2026-09-25,Call,21,14,"0.73 x 6","0.84 x 63",0.78,153,mid,11900,207,2262,48.05%,0.54559739494112,AUTO,N/A,"09:32:26 ET"
GME,21.26,2026-09-18,Call,21,7,"0.58 x 107","0.60 x 195",0.6,194,ask,11600,10948,9502,46.46%,0.58499148285634,AUTO,N/A,"14:49:01 ET"
GME,20.835,2026-09-18,Call,20.5,7,"0.75 x 53","0.79 x 267",0.77,150,mid,11500,1850,3286,45.82%,0.60953261052215,MLAT,N/A,"12:38:53 ET"
GME,20.9,2026-09-18,Call,20.5,7,"0.70 x 84","0.74 x 11",0.72,160,mid,11500,1282,3286,43.50%,0.63370004479913,MLAT,N/A,"11:08:53 ET"
GME,21.21,2026-09-18,Call,25,7,"0.10 x 431","0.11 x 34",0.11,1000,ask,11000,2950,17775,88.28%,0.098668462867586,MLAT,N/A,"09:46:18 ET"
GME,20.955,2026-09-18,Call,21,7,"0.52 x 25","0.54 x 318",0.52,200,bid,10400,5849,9502,48.20%,0.49683157253884,MLAT,N/A,"11:01:24 ET"
GME,20.8801,2026-09-18,Call,21,7,"0.44 x 277","0.45 x 38",0.44,233,bid,10200,7849,9502,43.97%,0.47065538898231,SLAN,N/A,"12:42:45 ET"
GME,21.08,2026-09-18,Call,21,7,"0.55 x 91","0.59 x 283",0.55,183,bid,10000,13660,9502,45.66%,0.53284920647773,SLAN,N/A,"15:57:04 ET"
GME,21.21,2026-09-25,Call,22,14,"0.47 x 197","0.47 x 14",0.48,197,ask,9400,575,2476,48.89%,0.36412602513752,AUTO,N/A,"09:44:35 ET"
GME,21.185,2026-09-18,Call,21,7,"0.62 x 1","0.64 x 250",0.63,147,mid,9200,11806,9502,45.43%,0.56428254628117,MLET,N/A,"15:12:13 ET"
GME,21.01,2026-10-09,Call,23,28,"0.45 x 28","0.48 x 192",0.48,192,ask,9200,1373,304,51.54%,0.28023715530224,AUTO,N/A,"15:46:16 ET"
GME,20.92,2026-09-18,Call,21,7,"0.42 x 40","0.58 x 57",0.5,184,mid,9200,215,9502,47.52%,0.48626980286269,MLET,N/A,"09:30:02 ET"
GME,21.025,2026-09-11,Call,21,0,"0.12 x 25","0.13 x 94",0.12,765,bid,9100,16210,12856,28.24%,0.53321073598997,AUTO,N/A,"11:38:10 ET"
GME,20.835,2026-09-18,Call,21.5,7,"0.30 x 42","0.32 x 104",0.3,294,bid,8800,1722,1388,49.82%,0.33352032690566,SLAN,N/A,"12:40:37 ET"
GME,20.96,2026-09-18,Call,21,7,"0.51 x 100","0.53 x 76",0.51,172,bid,8700,5591,9502,47.12%,0.49762880675109,SLAN,N/A,"10:53:35 ET"
GME,21.1999,2026-10-30,Call,25,49,"0.55 x 1","0.57 x 338",0.56,150,mid,8400,447,3696,56.41%,0.23603273103996,AUTO,N/A,"09:48:31 ET"
GME,21.16,2026-09-18,Call,23,7,"0.14 x 259","0.16 x 7",0.18,464,ask,8300,868,8165,65.95%,0.19094175772152,MLET,N/A,"09:33:29 ET"
GME,21.135,2026-09-11,Call,21,0,"0.11 x 7","0.17 x 2",0.17,487,ask,8200,44123,12856,14.09%,0.8091635864964,MLET,N/A,"15:51:53 ET"
GME,21.26,2026-09-11,Call,21,0,"0.25 x 11","0.26 x 300",0.26,300,ask,7800,30814,12856,19.30%,0.89161875019302,AUTO,N/A,"14:51:59 ET"
GME,21.21,2026-12-18,Call,40,98,"0.34 x 167","0.40 x 10",0.39,200,mid,7800,409,2350,83.91%,0.1023025323149,AUTO,N/A,"09:44:15 ET"
GME,21.26,2026-10-16,Call,25,35,"0.35 x 15","0.39 x 194",0.39,185,ask,7200,3458,33229,57.21%,0.19882086229841,AUTO,N/A,"14:52:40 ET"
GME,21.205,2026-09-18,Call,21.5,7,"0.48 x 148","0.49 x 237",0.48,148,bid,7100,3746,1388,52.73%,0.4359914489162,AUTO,N/A,"14:55:10 ET"
GME,21.16,2026-09-11,Call,20.5,0,"0.46 x 101","0.49 x 6",0.46,154,bid,7000,2253,11450,59.57%,0.85034036361454,SLAN,N/A,"09:31:06 ET"
GME,21.08,2026-09-11,Call,21,0,"0.16 x 100","0.17 x 411",0.17,411,ask,6900,41101,12856,7.12%,0.84922733525071,AUTO,N/A,"15:30:00 ET"
GME,20.97,2026-10-23,Put,19,42,"0.33 x 107","0.43 x 183",0.38,183,mid,6900,254,292,40.02%,-0.2198114065,MLET,N/A,"11:47:19 ET"
GME,21.21,2026-09-18,Call,22,7,"0.29 x 100","0.31 x 383",0.31,220,ask,6800,2938,14247,55.82%,0.32901712169388,SLAN,N/A,"09:43:41 ET"
GME,20.9,2026-09-11,Call,20.5,0,"0.40 x 1","0.42 x 66",0.41,160,mid,6500,5186,11450,0.00%,0,MLAT,N/A,"11:08:53 ET"
GME,21.18,2027-01-15,Call,50,126,"0.38 x 1","0.39 x 170",0.38,170,bid,6400,309,54078,92.51%,0.0903728148514,AUTO,N/A,"10:00:31 ET"
GME,21.15,2026-09-18,Call,22.5,7,"0.19 x 51","0.21 x 575",0.21,297,ask,6200,3157,1582,55.86%,0.22082606146599,SLAN,N/A,"15:59:11 ET"
GME,21.12,2026-09-18,Call,22,7,"0.31 x 200","0.33 x 137",0.31,200,bid,6200,1349,14247,55.21%,0.30711795645651,AUTO,N/A,"09:38:32 ET"
GME,20.855,2026-09-18,Put,20.5,7,"0.29 x 45","0.32 x 48",0.31,200,mid,6200,473,578,42.65%,-0.3780813223,AUTO,N/A,"11:02:54 ET"
GME,21.12,2026-09-25,Call,23,14,"0.29 x 211","0.31 x 2",0.29,211,bid,6100,237,1490,56.32%,0.23269476741278,AUTO,N/A,"09:37:55 ET"
GME,21.185,2026-09-18,Call,22,7,"0.28 x 90","0.30 x 156",0.29,203,mid,5800,11038,14247,52.29%,0.31073498857017,SLAN,N/A,"15:12:38 ET"
GME,21.15,2026-10-16,Call,25,35,"0.37 x 336","0.38 x 150",0.38,150,ask,5700,5012,33229,58.13%,0.19527788636396,AUTO,N/A,"15:58:26 ET"
GME,21.21,2026-09-18,Call,30,7,"0.05 x 23","0.07 x 55",0.06,947,mid,5600,1720,13981,135.82%,0.039811326966972,AUTO,N/A,"09:47:08 ET"
GME,21.12,2026-09-18,Call,23,7,"0.18 x 291","0.20 x 25",0.18,290,bid,5200,1324,8165,65.64%,0.18408140916863,AUTO,N/A,"09:36:52 ET"
GME,21.135,2026-09-18,Call,22,7,"0.28 x 178","0.29 x 547",0.29,180,ask,5200,13604,14247,53.30%,0.3032276477076,SLAN,N/A,"15:51:59 ET"
GME,21.1895,2026-09-11,Call,21,0,"0.25 x 175","0.26 x 200",0.26,200,ask,5200,8614,12856,40.09%,0.66945848622905,AUTO,N/A,"10:10:55 ET"
GME,21.12,2026-09-11,Call,21,0,"0.23 x 25","0.25 x 200",0.25,200,ask,5000,5030,12856,43.53%,0.6025744704494,AUTO,N/A,"09:37:04 ET"
"Downloaded from Barchart.com as of 09-13-2026 10:53pm CDT"
