Symbol,Name,"Insider Name",Title,Transaction,Shares,@Price,"Trans Total","Shares After",Date
IRD,"Opus Genetics Inc","George Magrath",CEO,"Sale Post-exercise*",75541,5.97,450980,2048485,2026-09-09
DGICA,"Donegal Group Cl A","American Shareholder",N/A,Buy,23469,19.1279,448912,14332403,2026-09-10
GATX,"GATX Corp","Geoffrey Phillips",Ops,"Sale Post-exercise",2500,177.5967,443991,6473,2026-09-11
TVTX,"Travere Therapeutics Inc","Jeffrey A Meckler",N/A,Exercise,20000,21.98,439600,91500,2026-09-10
BKSY,"Blacksky Technology Inc","Brian E O'toole",CEO,Sell,20000,21.83,436601,1119676,2026-09-09
ARTV,"Artiva Biotherapeutics Inc","Christopher Horan",COO,Award,40000,0,431600,323084,2026-09-09
VIAV,"Viavi Solutions","Paul Mcnab",CMO,"Sale Post-exercise",11032,38.9664,429877,25639,2026-09-11
AAOI,"Applied Optoelect","Dr Stefan J Murry","CF & SO",Sell,4000,105.33,421321,367168,2026-09-10
PDX,"Pimco Dynamic Income Strategy Fund","American Shareholder",N/A,Sell,19000,21.92,416480,6373220,2026-09-09
GILD,"Gilead Sciences Inc","Andrew Dickinson",CFO,Exercise,2797,0,405034,167096,2026-09-10
GILD,"Gilead Sciences Inc","Johanna Mercier","Chf Com Off.",Exercise,2797,0,405034,119684,2026-09-10
UNM,"Unumprovident Corp","Timothy F Keaney",N/A,Sell,4300,94.02,404286,36502,2026-09-10
BMY,"Bristol-Myers Squibb","Cristian Massacesi","Chf Med Off.",Sell,6249,64.57,403498,18748,2026-09-09
FIVE,"Five Below Inc","Maureen Marie Gellerman",CHRO,Sell,1610,248.94,400794,8804,2026-09-09
NEGG,"Newegg Commerce Inc","Faching (Fred) Chang",V.Chair,Sell,26146,15.1522,396170,3891886,2026-09-09
AARD,"Aardvark Therapeutics Inc","Nelson Sun","CFO & COO",Sell,76754,5.1458,394960,35475,2026-09-11
TBBB,"BBB Foods Inc Cl A","Sapire Rose Nicole Dominique Reich",N/A,Sell,7623,51,388773,0,2026-09-09
CLPR,"Clipper Realty Inc","Sam Levinson",Co-Chair,Buy,117552,3.3018,388134,2063194,2026-09-09
UNM,"Unumprovident Corp","Lisa G Iglesias","Gen Cou",Sell,4000,94.4367,377747,25453,2026-09-09
EL,"Estee Lauder Companies","Ambassador Charlene Barshefsky",N/A,"Sale Post-exercise",3775,98.82,373046,80971,2026-09-09
NWPX,"Nwpx Infrastructure Inc","Michael C Franson",N/A,Sell,3500,105.3036,368563,15924,2026-09-09
EL,"Estee Lauder Companies","Ambassador Charlene Barshefsky",N/A,Exercise,4697,78.36,368056,80971,2026-09-09
ZM,"Zoom Communications Inc","Velchamy Sankarlingam","Div. Pres.","Sale Post-exercise*",3579,96.44,345159,193915,2026-09-09
PMA,"Pma Graphene Technology Group Inc","Chi Ming Lam",N/A,Sell,270000,1.2736,343872,417865,2026-09-11
SWIM,"Latham Group Inc","Todd A Antonelli","Chf Com Off.",Award,51606,0,337503,51606,2026-09-09
IVZ,"Invesco Limited","Stephanie Butcher","Sr.Mng Member",Sell,10413,32.2825,336158,10205,2026-09-09
MGNI,"Magnite Inc","Katie Seitz Evans",Ops,Sell,13997,24,335928,441800,2026-09-11
NBIX,"Neurocrine Bioscienc","Eric S Benevich","Chf Com Off.","Sale Post-exercise",2154,154.61,333030,64408,2026-09-09
ARTV,"Artiva Biotherapeutics Inc","Subhashis Banerjee","Chf Med Off.",Award,30000,0,323700,170947,2026-09-09
MAX,"Mediaalpha Inc Cl A","Eugene Nonko","Chf Architect","Sale Post-exercise",27639,11.5855,320211,1699710,2026-09-10
GEN,"Gen Digital Inc","Sherrese M Smith",N/A,Award,10752,0,319979,84634,2026-09-09
WGS,"Genedx Holdings Corp","Katherine Stueland",CEO,"Sale Post-exercise",3692,84.2178,310933,107227,2026-09-09
PHVS,"Pharvaris N.V.","Robert Glassman",N/A,"Sale Post-exercise",8000,37.5495,300395,10500,2026-09-09
JILL,"J. Jill Inc","Mark Webb",CFO,Sell,13756,21.6122,297297,146793,2026-09-09
ATEX,"Anterix Inc.","Heather Martin",CMO,"Sale Post-exercise*",3465,85.44,296049,34807,2026-09-09
RNG,"Ringcentral Inc","Tarun Arora",CAO,Sell,4172,70.3619,293550,65692,2026-09-09
BFC,"Bank First National Corp [Wisconsin]","Peter J Van Sistine",N/A,Sell,1848,155.57,287494,7640,2026-09-11
AORT,"Artivion Inc","Andrew M Green","Div. VP.",Sell,11480,24.97,286655,40160,2026-09-10
ENHA,"Enhanced Group Inc Cl A","Christian Angermayer",Chair,Buy,179713,1.5934,286355,37263771,2026-09-09
